Source;Target;Weight;Label;Type
BHP BILLITON;AR;1;1;undirected
BP;AR;3;3;undirected
BRITISH AMERICAN TOBACCO;AR;2;2;undirected
BT GROUP;AR;2;2;undirected
CARNIVAL;AR;1;1;undirected
COMPASS GROUP;AR;1;1;undirected
CRH;AR;4;4;undirected
CRODA INTERNATIONAL;AR;1;1;undirected
DIAGEO;AR;1;1;undirected
G4S;AR;6;6;undirected
GKN;AR;2;2;undirected
GLAXOSMITHKLINE;AR;3;3;undirected
GLENCORE INTERNATIONAL;AR;3;3;undirected
HSBC;AR;15;15;undirected
ICAP;AR;2;2;undirected
IMPERIAL TOBACCO GROUP ;AR;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;AR;1;1;undirected
INTERTEK  GROUP;AR;3;3;undirected
JOHNSON MATTHEY;AR;1;1;undirected
LLOYDS BANKING GROUP;AR;2;2;undirected
PEARSON;AR;1;1;undirected
RECKITT BENCKISER GROUP;AR;1;1;undirected
REXAM;AR;1;1;undirected
RIO TINTO;AR;1;1;undirected
ROLLS-ROYCE GROUP;AR;1;1;undirected
ROYAL DUTCH SHELL;AR;8;8;undirected
RSA INSURANCE GROUP;AR;1;1;undirected
SABMILLER;AR;3;3;undirected
SCHRODERS;AR;2;2;undirected
SHIRE;AR;2;2;undirected
SMITH & NEPHEW;AR;1;1;undirected
SMITHS GROUP;AR;2;2;undirected
TATE & LYLE;AR;1;1;undirected
THE WEIR GROUP;AR;1;1;undirected
UNILEVER;AR;6;6;undirected
UNITED UTILITIES GROUP;AR;1;1;undirected
WPP;AR;22;22;undirected
XSTRATA;AR;3;3;undirected
AGGREKO;AR;2;2;undirected
AMEC ;AR;1;1;undirected
ANGLO AMERICAN;AR;1;1;undirected
ASSOCIATED BRITISH FOODS ;AR;3;3;undirected
BAE SYSTEMS;NZ;2;2;undirected
BP;NZ;11;11;undirected
BRITISH AMERICAN TOBACCO;NZ;10;10;undirected
BT GROUP;NZ;2;2;undirected
BUNZL;NZ;1;1;undirected
CARNIVAL;NZ;1;1;undirected
COMPASS GROUP;NZ;2;2;undirected
DIAGEO;NZ;2;2;undirected
G4S;NZ;1;1;undirected
GLAXOSMITHKLINE;NZ;1;1;undirected
HSBC;NZ;2;2;undirected
ICAP;NZ;2;2;undirected
IMI;NZ;2;2;undirected
IMPERIAL TOBACCO GROUP ;NZ;4;4;undirected
INTERCONTINENTAL HOTELS GROUP;NZ;3;3;undirected
INTERTEK  GROUP;NZ;1;1;undirected
LLOYDS BANKING GROUP;NZ;3;3;undirected
MARKS AND SPENCER GROUP;NZ;1;1;undirected
PEARSON;NZ;1;1;undirected
RECKITT BENCKISER GROUP;NZ;2;2;undirected
REED ELSEVIER GROUP;NZ;2;2;undirected
ROLLS-ROYCE GROUP;NZ;2;2;undirected
ROYAL DUTCH SHELL;NZ;18;18;undirected
SABMILLER;NZ;1;1;undirected
SERCO GROUP;NZ;2;2;undirected
SMITH & NEPHEW;NZ;1;1;undirected
SMITHS GROUP;NZ;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;NZ;4;4;undirected
UNILEVER;NZ;4;4;undirected
VODAFONE GROUP;NZ;3;3;undirected
WPP;NZ;18;18;undirected
AGGREKO;NZ;1;1;undirected
AMEC ;NZ;2;2;undirected
ASSOCIATED BRITISH FOODS ;NZ;6;6;undirected
ASTRAZENECA;NZ;1;1;undirected
BARCLAYS;NO;1;1;undirected
BG GROUP;NO;1;1;undirected
BP;NO;2;2;undirected
BRITISH AMERICAN TOBACCO;NO;2;2;undirected
BRITISH SKY BROADCASTING GROUP;NO;1;1;undirected
BT GROUP;NO;1;1;undirected
CENTRICA;NO;1;1;undirected
COMPASS GROUP;NO;5;5;undirected
CRH;NO;1;1;undirected
DIAGEO;NO;1;1;undirected
G4S;NO;5;5;undirected
GKN;NO;1;1;undirected
GLAXOSMITHKLINE;NO;3;3;undirected
ICAP;NO;2;2;undirected
IMI;NO;2;2;undirected
IMPERIAL TOBACCO GROUP ;NO;1;1;undirected
INTERTEK  GROUP;NO;5;5;undirected
JOHNSON MATTHEY;NO;1;1;undirected
PEARSON;NO;2;2;undirected
PETROFAC INC.;NO;2;2;undirected
RECKITT BENCKISER GROUP;NO;1;1;undirected
RIO TINTO;NO;3;3;undirected
ROLLS-ROYCE GROUP;NO;15;15;undirected
ROYAL DUTCH SHELL;NO;19;19;undirected
SHIRE;NO;1;1;undirected
SMITH & NEPHEW;NO;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;NO;7;7;undirected
THE WEIR GROUP;NO;1;1;undirected
UNILEVER;NO;3;3;undirected
WOLSELEY;NO;2;2;undirected
WPP;NO;21;21;undirected
XSTRATA;NO;1;1;undirected
AGGREKO;NO;1;1;undirected
ARM HOLDINGS;NO;1;1;undirected
ASTRAZENECA;NO;2;2;undirected
BP;AT;11;11;undirected
BRITISH AMERICAN TOBACCO;AT;1;1;undirected
BT GROUP;AT;1;1;undirected
BURBERRY GROUP;AT;1;1;undirected
COMPASS GROUP;AT;3;3;undirected
CRH;AT;1;1;undirected
DIAGEO;AT;1;1;undirected
G4S;AT;6;6;undirected
GKN;AT;2;2;undirected
GLAXOSMITHKLINE;AT;5;5;undirected
HSBC;AT;1;1;undirected
IMI;AT;4;4;undirected
IMPERIAL TOBACCO GROUP ;AT;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;AT;1;1;undirected
MARKS AND SPENCER GROUP;AT;1;1;undirected
OLD MUTUAL;AT;5;5;undirected
RECKITT BENCKISER GROUP;AT;2;2;undirected
REED ELSEVIER GROUP;AT;8;8;undirected
REXAM;AT;3;3;undirected
ROYAL DUTCH SHELL;AT;11;11;undirected
SABMILLER;AT;1;1;undirected
SMITH & NEPHEW;AT;3;3;undirected
SMITHS GROUP;AT;1;1;undirected
TATE & LYLE;AT;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;AT;3;3;undirected
THE SAGE GROUP;AT;2;2;undirected
UNILEVER;AT;5;5;undirected
VODAFONE GROUP;AT;1;1;undirected
WOLSELEY;AT;1;1;undirected
WPP;AT;22;22;undirected
ASSOCIATED BRITISH FOODS ;AT;1;1;undirected
ASTRAZENECA;AT;1;1;undirected
BAE SYSTEMS;AE;1;1;undirected
BP;AE;8;8;undirected
BRITISH AMERICAN TOBACCO;AE;1;1;undirected
BRITISH SKY BROADCASTING GROUP;AE;1;1;undirected
BT GROUP;AE;5;5;undirected
BURBERRY GROUP;AE;1;1;undirected
CAPITA GROUP;AE;2;2;undirected
COMPASS GROUP;AE;5;5;undirected
EURASIAN NATURAL RESOURCES CORPORATION;AE;1;1;undirected
G4S;AE;10;10;undirected
GLENCORE INTERNATIONAL;AE;1;1;undirected
HSBC;AE;4;4;undirected
ICAP;AE;1;1;undirected
IMPERIAL TOBACCO GROUP ;AE;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;AE;1;1;undirected
INTERTEK  GROUP;AE;3;3;undirected
NATIONAL GRID;AE;1;1;undirected
PEARSON;AE;1;1;undirected
PETROFAC INC.;AE;5;5;undirected
PRUDENTIAL;AE;1;1;undirected
RECKITT BENCKISER GROUP;AE;3;3;undirected
REED ELSEVIER GROUP;AE;1;1;undirected
RIO TINTO;AE;2;2;undirected
ROYAL DUTCH SHELL;AE;4;4;undirected
SERCO GROUP;AE;5;5;undirected
SMITH & NEPHEW;AE;1;1;undirected
SMITHS GROUP;AE;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;AE;1;1;undirected
THE SAGE GROUP;AE;2;2;undirected
THE WEIR GROUP;AE;2;2;undirected
UNILEVER;AE;6;6;undirected
UNITED UTILITIES GROUP;AE;2;2;undirected
VEDANTA RESOURCES;AE;1;1;undirected
WHITBREAD;AE;3;3;undirected
WPP;AE;16;16;undirected
XSTRATA;AE;3;3;undirected
AMEC ;AE;1;1;undirected
ASTRAZENECA;AE;1;1;undirected
AVIVA;TR;2;2;undirected
BAE SYSTEMS;TR;1;1;undirected
BP;TR;9;9;undirected
BRITISH AMERICAN TOBACCO;TR;1;1;undirected
BT GROUP;TR;2;2;undirected
COMPASS GROUP;TR;4;4;undirected
CRH;TR;1;1;undirected
CRODA INTERNATIONAL;TR;1;1;undirected
DIAGEO;TR;4;4;undirected
G4S;TR;2;2;undirected
GKN;TR;1;1;undirected
GLAXOSMITHKLINE;TR;2;2;undirected
HSBC;TR;7;7;undirected
IMI;TR;1;1;undirected
IMPERIAL TOBACCO GROUP ;TR;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;TR;1;1;undirected
INTERTEK  GROUP;TR;3;3;undirected
KINGFISHER;TR;1;1;undirected
MARKS AND SPENCER GROUP;TR;1;1;undirected
PEARSON;TR;1;1;undirected
RECKITT BENCKISER GROUP;TR;2;2;undirected
REXAM;TR;2;2;undirected
RIO TINTO;TR;1;1;undirected
ROYAL DUTCH SHELL;TR;9;9;undirected
SERCO GROUP;TR;1;1;undirected
SHIRE;TR;1;1;undirected
SMITHS GROUP;TR;1;1;undirected
TATE & LYLE;TR;1;1;undirected
TESCO;TR;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;TR;1;1;undirected
UNILEVER;TR;5;5;undirected
VODAFONE GROUP;TR;8;8;undirected
WPP;TR;18;18;undirected
XSTRATA;TR;1;1;undirected
AGGREKO;TR;1;1;undirected
AMEC ;TR;1;1;undirected
ANGLO AMERICAN;TR;1;1;undirected
ASHMORE GROUP PLC;TR;2;2;undirected
ASSOCIATED BRITISH FOODS ;TR;1;1;undirected
ASTRAZENECA;TR;2;2;undirected
BAE SYSTEMS;PH;1;1;undirected
BARCLAYS;PH;1;1;undirected
BG GROUP;PH;10;10;undirected
BHP BILLITON;PH;2;2;undirected
BP;PH;2;2;undirected
BRITISH AMERICAN TOBACCO;PH;1;1;undirected
BT GROUP;PH;6;6;undirected
COMPASS GROUP;PH;1;1;undirected
DIAGEO;PH;6;6;undirected
G4S;PH;7;7;undirected
GLAXOSMITHKLINE;PH;4;4;undirected
GLENCORE INTERNATIONAL;PH;1;1;undirected
HSBC;PH;4;4;undirected
ICAP;PH;1;1;undirected
IMPERIAL TOBACCO GROUP ;PH;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;PH;3;3;undirected
INTERTEK  GROUP;PH;4;4;undirected
PEARSON;PH;2;2;undirected
PRUDENTIAL;PH;1;1;undirected
RECKITT BENCKISER GROUP;PH;1;1;undirected
REED ELSEVIER GROUP;PH;1;1;undirected
RIO TINTO;PH;2;2;undirected
ROLLS-ROYCE GROUP;PH;1;1;undirected
ROYAL DUTCH SHELL;PH;13;13;undirected
SERCO GROUP;PH;1;1;undirected
SMITHS GROUP;PH;1;1;undirected
STANDARD CHARTERED;PH;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;PH;1;1;undirected
UNILEVER;PH;9;9;undirected
UNITED UTILITIES GROUP;PH;1;1;undirected
XSTRATA;PH;4;4;undirected
ANGLO AMERICAN;PH;2;2;undirected
ASSOCIATED BRITISH FOODS ;PH;2;2;undirected
ASTRAZENECA;PH;1;1;undirected
BAE SYSTEMS;FI;1;1;undirected
BHP BILLITON;FI;1;1;undirected
BP;FI;1;1;undirected
BRITISH AMERICAN TOBACCO;FI;1;1;undirected
BRITISH SKY BROADCASTING GROUP;FI;1;1;undirected
BT GROUP;FI;2;2;undirected
COMPASS GROUP;FI;1;1;undirected
CRH;FI;2;2;undirected
G4S;FI;5;5;undirected
GLAXOSMITHKLINE;FI;1;1;undirected
IMI;FI;2;2;undirected
IMPERIAL TOBACCO GROUP ;FI;2;2;undirected
INTERTEK  GROUP;FI;1;1;undirected
JOHNSON MATTHEY;FI;2;2;undirected
PEARSON;FI;1;1;undirected
PRUDENTIAL;FI;3;3;undirected
REXAM;FI;1;1;undirected
RIO TINTO;FI;1;1;undirected
ROLLS-ROYCE GROUP;FI;1;1;undirected
ROYAL DUTCH SHELL;FI;3;3;undirected
RSA INSURANCE GROUP;FI;1;1;undirected
SHIRE;FI;1;1;undirected
SMITH & NEPHEW;FI;1;1;undirected
SMITHS GROUP;FI;2;2;undirected
THE ROYAL BANK OF SCOTLAND GROUP;FI;35;35;undirected
THE WEIR GROUP;FI;1;1;undirected
UNILEVER;FI;3;3;undirected
WOLSELEY;FI;3;3;undirected
WPP;FI;13;13;undirected
AGGREKO;FI;1;1;undirected
ASSOCIATED BRITISH FOODS ;FI;3;3;undirected
ASTRAZENECA;FI;1;1;undirected
BAE SYSTEMS;KZ;1;1;undirected
BG GROUP;KZ;2;2;undirected
BP;KZ;1;1;undirected
BRITISH AMERICAN TOBACCO;KZ;1;1;undirected
BT GROUP;KZ;1;1;undirected
COMPASS GROUP;KZ;4;4;undirected
EURASIAN NATURAL RESOURCES CORPORATION;KZ;36;36;undirected
G4S;KZ;6;6;undirected
GLENCORE INTERNATIONAL;KZ;2;2;undirected
HSBC;KZ;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;KZ;1;1;undirected
KAZAKHMYS;KZ;27;27;undirected
POLYMETAL INTERNATIONAL;KZ;1;1;undirected
RECKITT BENCKISER GROUP;KZ;1;1;undirected
RIO TINTO;KZ;2;2;undirected
ROYAL DUTCH SHELL;KZ;2;2;undirected
SABMILLER;KZ;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;KZ;1;1;undirected
WPP;KZ;2;2;undirected
AMEC ;KZ;2;2;undirected
BAE SYSTEMS;NG;2;2;undirected
BARCLAYS;NG;2;2;undirected
BG GROUP;NG;3;3;undirected
BP;NG;7;7;undirected
BRITISH AMERICAN TOBACCO;NG;8;8;undirected
BT GROUP;NG;1;1;undirected
CENTRICA;NG;1;1;undirected
DIAGEO;NG;2;2;undirected
G4S;NG;6;6;undirected
GLAXOSMITHKLINE;NG;6;6;undirected
HSBC;NG;1;1;undirected
ICAP;NG;1;1;undirected
IMPERIAL TOBACCO GROUP ;NG;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;NG;1;1;undirected
INTERTEK  GROUP;NG;2;2;undirected
OLD MUTUAL;NG;2;2;undirected
PEARSON;NG;2;2;undirected
PETROFAC INC.;NG;2;2;undirected
RECKITT BENCKISER GROUP;NG;1;1;undirected
ROLLS-ROYCE GROUP;NG;1;1;undirected
ROYAL DUTCH SHELL;NG;19;19;undirected
SABMILLER;NG;3;3;undirected
STANDARD CHARTERED;NG;2;2;undirected
UNILEVER;NG;9;9;undirected
VODAFONE GROUP;NG;1;1;undirected
AGGREKO;NG;2;2;undirected
AMEC ;NG;5;5;undirected
ASSOCIATED BRITISH FOODS ;NG;1;1;undirected
ASTRAZENECA;NG;1;1;undirected
BARCLAYS;ID;3;3;undirected
BHP BILLITON;ID;10;10;undirected
BP;ID;5;5;undirected
BRITISH AMERICAN TOBACCO;ID;5;5;undirected
BT GROUP;ID;4;4;undirected
COMPASS GROUP;ID;3;3;undirected
CRODA INTERNATIONAL;ID;1;1;undirected
G4S;ID;3;3;undirected
GLAXOSMITHKLINE;ID;4;4;undirected
HSBC;ID;2;2;undirected
ICAP;ID;1;1;undirected
IMPERIAL TOBACCO GROUP ;ID;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;ID;3;3;undirected
INTERTEK  GROUP;ID;3;3;undirected
PETROFAC INC.;ID;2;2;undirected
PRUDENTIAL;ID;3;3;undirected
RECKITT BENCKISER GROUP;ID;2;2;undirected
REXAM;ID;1;1;undirected
RIO TINTO;ID;6;6;undirected
ROLLS-ROYCE GROUP;ID;1;1;undirected
ROYAL DUTCH SHELL;ID;5;5;undirected
SCHRODERS;ID;1;1;undirected
SMITHS GROUP;ID;1;1;undirected
STANDARD CHARTERED;ID;3;3;undirected
THE ROYAL BANK OF SCOTLAND GROUP;ID;3;3;undirected
THE WEIR GROUP;ID;3;3;undirected
UNILEVER;ID;4;4;undirected
AGGREKO;ID;1;1;undirected
AMEC ;ID;3;3;undirected
ANGLO AMERICAN;ID;1;1;undirected
ASHMORE GROUP PLC;ID;2;2;undirected
ASSOCIATED BRITISH FOODS ;ID;4;4;undirected
ASTRAZENECA;ID;1;1;undirected
AVIVA;CZ;1;1;undirected
BAE SYSTEMS;CZ;1;1;undirected
BP;CZ;1;1;undirected
BRITISH AMERICAN TOBACCO;CZ;2;2;undirected
BT GROUP;CZ;2;2;undirected
BUNZL;CZ;5;5;undirected
BURBERRY GROUP;CZ;1;1;undirected
COMPASS GROUP;CZ;2;2;undirected
CRODA INTERNATIONAL;CZ;1;1;undirected
DIAGEO;CZ;1;1;undirected
EVRAZ PLC;CZ;2;2;undirected
G4S;CZ;4;4;undirected
GKN;CZ;1;1;undirected
GLAXOSMITHKLINE;CZ;2;2;undirected
GLENCORE INTERNATIONAL;CZ;1;1;undirected
HSBC;CZ;1;1;undirected
IMI;CZ;2;2;undirected
IMPERIAL TOBACCO GROUP ;CZ;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;CZ;1;1;undirected
INTERTEK  GROUP;CZ;2;2;undirected
MARKS AND SPENCER GROUP;CZ;2;2;undirected
NEXT;CZ;1;1;undirected
RECKITT BENCKISER GROUP;CZ;2;2;undirected
REXAM;CZ;1;1;undirected
ROLLS-ROYCE GROUP;CZ;1;1;undirected
ROYAL DUTCH SHELL;CZ;2;2;undirected
RSA INSURANCE GROUP;CZ;1;1;undirected
SABMILLER;CZ;2;2;undirected
SHIRE;CZ;1;1;undirected
SMITHS GROUP;CZ;1;1;undirected
TATE & LYLE;CZ;2;2;undirected
TESCO;CZ;9;9;undirected
UNILEVER;CZ;1;1;undirected
VODAFONE GROUP;CZ;2;2;undirected
WPP;CZ;29;29;undirected
AMEC ;CZ;2;2;undirected
ASTRAZENECA;CZ;1;1;undirected
BAE SYSTEMS;CO;1;1;undirected
BHP BILLITON;CO;3;3;undirected
BP;CO;1;1;undirected
BRITISH AMERICAN TOBACCO;CO;3;3;undirected
BT GROUP;CO;4;4;undirected
COMPASS GROUP;CO;1;1;undirected
DIAGEO;CO;1;1;undirected
EXPERIAN;CO;1;1;undirected
G4S;CO;7;7;undirected
GKN;CO;1;1;undirected
GLAXOSMITHKLINE;CO;2;2;undirected
GLENCORE INTERNATIONAL;CO;1;1;undirected
HSBC;CO;2;2;undirected
ICAP;CO;4;4;undirected
INTERCONTINENTAL HOTELS GROUP;CO;3;3;undirected
INTERTEK  GROUP;CO;3;3;undirected
LLOYDS BANKING GROUP;CO;1;1;undirected
OLD MUTUAL;CO;7;7;undirected
PEARSON;CO;1;1;undirected
RECKITT BENCKISER GROUP;CO;1;1;undirected
ROYAL DUTCH SHELL;CO;2;2;undirected
RSA INSURANCE GROUP;CO;2;2;undirected
SABMILLER;CO;13;13;undirected
SHIRE;CO;1;1;undirected
SMITHS GROUP;CO;1;1;undirected
STANDARD CHARTERED;CO;1;1;undirected
TATE & LYLE;CO;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;CO;1;1;undirected
UNILEVER;CO;2;2;undirected
WPP;CO;13;13;undirected
XSTRATA;CO;3;3;undirected
AGGREKO;CO;1;1;undirected
ANGLO AMERICAN;CO;1;1;undirected
ASHMORE GROUP PLC;CO;1;1;undirected
ASSOCIATED BRITISH FOODS ;CO;1;1;undirected
ASTRAZENECA;CO;1;1;undirected
AVIVA;HU;1;1;undirected
BAE SYSTEMS;HU;1;1;undirected
BP;HU;3;3;undirected
BRITISH AMERICAN TOBACCO;HU;2;2;undirected
BT GROUP;HU;1;1;undirected
BUNZL;HU;5;5;undirected
BURBERRY GROUP;HU;1;1;undirected
CAPITA GROUP;HU;1;1;undirected
COMPASS GROUP;HU;1;1;undirected
CRH;HU;1;1;undirected
CRODA INTERNATIONAL;HU;1;1;undirected
DIAGEO;HU;2;2;undirected
G4S;HU;3;3;undirected
GLAXOSMITHKLINE;HU;3;3;undirected
GLENCORE INTERNATIONAL;HU;1;1;undirected
IMI;HU;1;1;undirected
IMPERIAL TOBACCO GROUP ;HU;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;HU;1;1;undirected
INTERTEK  GROUP;HU;1;1;undirected
NEXT;HU;1;1;undirected
PEARSON;HU;1;1;undirected
RECKITT BENCKISER GROUP;HU;2;2;undirected
REED ELSEVIER GROUP;HU;1;1;undirected
ROYAL DUTCH SHELL;HU;1;1;undirected
SABMILLER;HU;3;3;undirected
SMITHS GROUP;HU;1;1;undirected
TATE & LYLE;HU;6;6;undirected
TESCO;HU;5;5;undirected
THE WEIR GROUP;HU;1;1;undirected
UNILEVER;HU;2;2;undirected
VODAFONE GROUP;HU;3;3;undirected
WHITBREAD;HU;2;2;undirected
WPP;HU;23;23;undirected
ASTRAZENECA;HU;1;1;undirected
BARCLAYS;KE;6;6;undirected
BRITISH AMERICAN TOBACCO;KE;6;6;undirected
BT GROUP;KE;2;2;undirected
COMPASS GROUP;KE;1;1;undirected
DIAGEO;KE;15;15;undirected
EURASIAN NATURAL RESOURCES CORPORATION;KE;1;1;undirected
G4S;KE;4;4;undirected
GLAXOSMITHKLINE;KE;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;KE;2;2;undirected
OLD MUTUAL;KE;8;8;undirected
PEARSON;KE;1;1;undirected
RECKITT BENCKISER GROUP;KE;2;2;undirected
ROYAL DUTCH SHELL;KE;8;8;undirected
SABMILLER;KE;3;3;undirected
STANDARD CHARTERED;KE;6;6;undirected
UNILEVER;KE;6;6;undirected
VODAFONE GROUP;KE;3;3;undirected
WPP;KE;8;8;undirected
AGGREKO;KE;1;1;undirected
BARCLAYS;EG;1;1;undirected
BG GROUP;EG;6;6;undirected
BP;EG;12;12;undirected
BRITISH AMERICAN TOBACCO;EG;4;4;undirected
BT GROUP;EG;1;1;undirected
COMPASS GROUP;EG;2;2;undirected
G4S;EG;3;3;undirected
GLAXOSMITHKLINE;EG;5;5;undirected
HSBC;EG;4;4;undirected
INTERCONTINENTAL HOTELS GROUP;EG;4;4;undirected
INTERTEK  GROUP;EG;2;2;undirected
LEGAL & GENERAL GROUP;EG;1;1;undirected
PEARSON;EG;1;1;undirected
RECKITT BENCKISER GROUP;EG;1;1;undirected
REXAM;EG;1;1;undirected
ROLLS-ROYCE GROUP;EG;1;1;undirected
ROYAL DUTCH SHELL;EG;10;10;undirected
SMITHS GROUP;EG;2;2;undirected
TATE & LYLE;EG;1;1;undirected
UNILEVER;EG;6;6;undirected
VODAFONE GROUP;EG;5;5;undirected
WPP;EG;6;6;undirected
ASTRAZENECA;EG;3;3;undirected
BHP BILLITON;PE;1;1;undirected
BP;PE;2;2;undirected
BRITISH AMERICAN TOBACCO;PE;11;11;undirected
BT GROUP;PE;2;2;undirected
COMPASS GROUP;PE;1;1;undirected
CRODA INTERNATIONAL;PE;1;1;undirected
DIAGEO;PE;1;1;undirected
FRESNILLO;PE;1;1;undirected
G4S;PE;1;1;undirected
GLAXOSMITHKLINE;PE;1;1;undirected
GLENCORE INTERNATIONAL;PE;2;2;undirected
HSBC;PE;1;1;undirected
ICAP;PE;1;1;undirected
INTERTEK  GROUP;PE;1;1;undirected
PEARSON;PE;1;1;undirected
RECKITT BENCKISER GROUP;PE;1;1;undirected
RIO TINTO;PE;3;3;undirected
ROYAL DUTCH SHELL;PE;1;1;undirected
SABMILLER;PE;11;11;undirected
THE WEIR GROUP;PE;1;1;undirected
UNILEVER;PE;2;2;undirected
WPP;PE;9;9;undirected
XSTRATA;PE;9;9;undirected
AGGREKO;PE;2;2;undirected
AMEC ;PE;1;1;undirected
ANGLO AMERICAN;PE;9;9;undirected
ANTOFAGASTA;PE;1;1;undirected
ASSOCIATED BRITISH FOODS ;PE;1;1;undirected
ASTRAZENECA;PE;1;1;undirected
BAE SYSTEMS;VE;1;1;undirected
BP;VE;7;7;undirected
BRITISH AMERICAN TOBACCO;VE;4;4;undirected
BT GROUP;VE;2;2;undirected
DIAGEO;VE;16;16;undirected
G4S;VE;5;5;undirected
GLAXOSMITHKLINE;VE;2;2;undirected
INTERCONTINENTAL HOTELS GROUP;VE;4;4;undirected
INTERTEK  GROUP;VE;3;3;undirected
RECKITT BENCKISER GROUP;VE;1;1;undirected
REED ELSEVIER GROUP;VE;1;1;undirected
RIO TINTO;VE;5;5;undirected
ROLLS-ROYCE GROUP;VE;1;1;undirected
ROYAL DUTCH SHELL;VE;5;5;undirected
SMITHS GROUP;VE;1;1;undirected
THE ROYAL BANK OF SCOTLAND GROUP;VE;1;1;undirected
UNILEVER;VE;3;3;undirected
WPP;VE;8;8;undirected
AGGREKO;VE;1;1;undirected
AMEC ;VE;2;2;undirected
ANGLO AMERICAN;VE;2;2;undirected
ASSOCIATED BRITISH FOODS ;VE;1;1;undirected
ASTRAZENECA;VE;1;1;undirected
BARCLAYS;KR;2;2;undirected
BHP BILLITON;KR;1;1;undirected
BP;KR;3;3;undirected
BRITISH AMERICAN TOBACCO;KR;1;1;undirected
BT GROUP;KR;1;1;undirected
BURBERRY GROUP;KR;1;1;undirected
DIAGEO;KR;2;2;undirected
GKN;KR;1;1;undirected
HSBC;KR;2;2;undirected
IMI;KR;1;1;undirected
INTERCONTINENTAL HOTELS GROUP;KR;1;1;undirected
INTERTEK  GROUP;KR;2;2;undirected
JOHNSON MATTHEY;KR;2;2;undirected
PEARSON;KR;1;1;undirected
PRUDENTIAL;KR;4;4;undirected
RECKITT BENCKISER GROUP;KR;1;1;undirected
REED ELSEVIER GROUP;KR;1;1;undirected
REXAM;KR;1;1;undirected
RIO TINTO;KR;1;1;undirected
ROLLS-ROYCE GROUP;KR;1;1;undirected
ROYAL DUTCH SHELL;KR;1;1;undirected
SABMILLER;KR;1;1;undirected
SCHRODERS;KR;1;1;undirected
SMITH & NEPHEW;KR;1;1;undirected
SMITHS GROUP;KR;1;1;undirected
STANDARD CHARTERED;KR;12;12;undirected
TESCO;KR;4;4;undirected
THE WEIR GROUP;KR;1;1;undirected
UNILEVER;KR;1;1;undirected
WPP;KR;15;15;undirected
AGGREKO;KR;1;1;undirected
AMEC ;KR;3;3;undirected
ARM HOLDINGS;KR;1;1;undirected
ASSOCIATED BRITISH FOODS ;KR;1;1;undirected
ASTRAZENECA;KR;1;1;undirected
BARCLAYS;NA;1;1;undirected
BHP BILLITON;NA;2;2;undirected
BRITISH AMERICAN TOBACCO;NA;1;1;undirected
BT GROUP;NA;1;1;undirected
DIAGEO;NA;2;2;undirected
EURASIAN NATURAL RESOURCES CORPORATION;NA;3;3;undirected
G4S;NA;9;9;undirected
GLENCORE INTERNATIONAL;NA;1;1;undirected
INTERTEK  GROUP;NA;1;1;undirected
OLD MUTUAL;NA;25;25;undirected
PEARSON;NA;1;1;undirected
PRUDENTIAL;NA;2;2;undirected
RIO TINTO;NA;2;2;undirected
ROLLS-ROYCE GROUP;NA;1;1;undirected
SABMILLER;NA;2;2;undirected
SERCO GROUP;NA;1;1;undirected
THE SAGE GROUP;NA;1;1;undirected
THE WEIR GROUP;NA;1;1;undirected
VEDANTA RESOURCES;NA;6;6;undirected
AGGREKO;NA;1;1;undirected
ANGLO AMERICAN;NA;8;8;undirected
BAE SYSTEMS;PA;1;1;undirected
BHP BILLITON;PA;1;1;undirected
BP;PA;1;1;undirected
BRITISH AMERICAN TOBACCO;PA;5;5;undirected
BT GROUP;PA;2;2;undirected
DIAGEO;PA;2;2;undirected
G4S;PA;12;12;undirected
GLAXOSMITHKLINE;PA;2;2;undirected
HSBC;PA;16;16;undirected
IMPERIAL TOBACCO GROUP ;PA;1;1;undirected
INTERTEK  GROUP;PA;1;1;undirected
LLOYDS BANKING GROUP;PA;1;1;undirected
RIO TINTO;PA;1;1;undirected
ROYAL DUTCH SHELL;PA;2;2;undirected
SABMILLER;PA;12;12;undirected
UNILEVER;PA;1;1;undirected
WOLSELEY;PA;1;1;undirected
WPP;PA;6;6;undirected
AGGREKO;PA;1;1;undirected
ASTRAZENECA;PA;1;1;undirected
